Hour,GEN-ADJ Sum (MW)
20250224_2300,0
20250225_0000,0
20250225_0100,0
20250225_0200,0
20250225_0300,0
20250225_0400,0
20250225_0500,0
20250225_0600,0
20250225_0700,0
20250225_0800,0
20250225_0900,0
20250225_1000,0
20250225_1100,0
20250225_1200,0
20250225_1300,0
20250225_1400,0
20250225_1500,0
20250225_1600,0
20250225_1700,0
20250225_1800,0
20250225_1900,0
20250225_2000,0
20250225_2100,0
20250225_2200,0
20250225_2300,0
20250226_0000,0
20250226_0100,0
20250226_0200,178.4
20250226_0300,178.6
20250226_0400,178.9
20250226_0500,178.7
20250226_0600,178.9
20250226_0700,0
20250226_0800,0
20250226_0900,0
20250226_1000,0
20250226_1100,0
20250226_1200,0
20250226_1300,0
20250226_1400,0
20250226_1500,0
20250226_1600,0
20250226_1700,0
20250226_1800,0
20250226_1900,0
20250226_2000,0
20250226_2100,0
20250226_2200,0
20250226_2300,0
20250227_0000,0
20250227_0100,0
20250227_0200,0
20250227_0300,0
20250227_0400,0
20250227_0500,178.8
20250227_0600,178.8
20250227_0700,178.8
20250227_0800,178.2
20250227_0900,0
20250227_1000,178.5
20250227_1100,178.2
20250227_1200,178.2
20250227_1300,178.6
20250227_1400,178.7
20250227_1500,178.9
20250227_1600,178.5
20250227_1700,178.4
20250227_1800,0
20250227_1900,0
20250227_2000,0
20250227_2100,0
20250227_2200,0
20250227_2300,0
20250228_0000,0
20250228_0100,0
20250228_0200,0
20250228_0300,0
20250228_0400,0
20250228_0500,0
20250228_0600,0
20250228_0700,0
20250228_0800,0
20250228_0900,0
20250228_1000,0
20250228_1100,0
20250228_1200,0
20250228_1300,178.2
20250228_1400,0
20250228_1500,0
20250228_1600,0
20250228_1700,178.5
20250228_1800,178.5
20250228_1900,0
20250228_2000,0
20250228_2100,0
20250228_2200,0
20250228_2300,0
20250301_0000,0
20250301_0100,0
20250301_0200,0
20250301_0300,0
20250301_0400,178.5
20250301_0500,178.2
20250301_0600,0
20250301_0700,0
20250301_0800,178.5
20250301_0900,178.8
20250301_1000,178.1
20250301_1100,178.3
20250301_1200,178.2
20250301_1300,0
20250301_1400,178.3
20250301_1500,178.5
20250301_1600,0
20250301_1700,0
20250301_1800,178
20250301_1900,178.3
20250301_2000,0
20250301_2100,178.5
20250301_2200,178.4
20250301_2300,178.2
20250302_0000,178.9
20250302_0100,0
20250302_0200,178.4
20250302_0300,178.3
20250302_0400,178.4
20250302_0500,178
20250302_0600,178.3
20250302_0700,178.2
20250302_0800,178.2
20250302_0900,178.2
20250302_1000,178.9
20250302_1100,178.2
20250302_1200,178.1
20250302_1300,178.3
20250302_1400,178.3
20250302_1500,178.2
20250302_1600,178.2
20250302_1700,178.5
20250302_1800,178.7
20250302_1900,178.3
20250302_2000,178.6
20250302_2100,178.3
20250302_2200,178.2
20250302_2300,178.2
20250303_0000,178.9
20250303_0100,178.6
20250303_0200,178.7
20250303_0300,178.4
20250303_0400,178.5
20250303_0500,178.3
20250303_0600,178.3
20250303_0700,0
20250303_0800,0
20250303_0900,0
20250303_1000,0
20250303_1100,178.4
20250303_1200,179.1
20250303_1300,178.4
20250303_1400,0
20250303_1500,179.1
20250303_1600,178.6
20250303_1700,178.6
20250303_1800,0
20250303_1900,178.7
20250303_2000,178.5
20250303_2100,178.5
20250303_2200,0
20250303_2300,0
20250304_0000,0
20250304_0100,0
20250304_0200,0
20250304_0300,0
20250304_0400,0
20250304_0500,0
20250304_0600,0
20250304_0700,0
20250304_0800,0
20250304_0900,0
20250304_1000,178.8
20250304_1100,178.6
20250304_1200,178.5
20250304_1300,178.1
20250304_1400,178.1
20250304_1500,178.2
20250304_1600,178.4
20250304_1700,178.6
20250304_1800,179.1
20250304_1900,178.8
20250304_2000,178.6
20250304_2100,178.5
20250304_2200,178.7
20250304_2300,178.4
20250305_0000,178.3
20250305_0100,178.9
20250305_0200,178.8
20250305_0300,178.4
20250305_0400,178.4
20250305_0500,178.4
20250305_0600,178.6
20250305_0700,0
20250305_0800,0
20250305_0900,0
20250305_1000,0
20250305_1100,0
20250305_1200,0
20250305_1300,0
20250305_1400,0
20250305_1500,178.4
20250305_1600,178.7
20250305_1700,0
20250305_1800,0
20250305_1900,0
20250305_2000,0
20250305_2100,0
20250305_2200,0
20250305_2300,0
20250306_0000,0
20250306_0100,0
20250306_0200,0
20250306_0300,0
20250306_0400,0
20250306_0500,0
20250306_0600,0
20250306_0700,0
20250306_0800,0
20250306_0900,0
20250306_1000,0
20250306_1100,178.3
20250306_1200,178.1
20250306_1300,178.9
20250306_1400,178
20250306_1500,178.3
20250306_1600,178.9
20250306_1700,178.5
20250306_1800,178.3
20250306_1900,178.8
20250306_2000,178.1
20250306_2100,178.6
20250306_2200,178.5
20250306_2300,178.4
20250307_0000,178.6
20250307_0100,0
20250307_0200,178.6
20250307_0300,0
20250307_0400,178.4
20250307_0500,178.9
20250307_0600,178.3
20250307_0700,0
20250307_0800,0
20250307_0900,0
20250307_1000,178.5
20250307_1100,178.7
20250307_1200,178.1
20250307_1300,178.8
20250307_1400,178.4
20250307_1500,178.7
20250307_1600,178.4
20250307_1700,0
20250307_1800,0
20250307_1900,0
20250307_2000,0
20250307_2100,178.3
20250307_2200,0
20250307_2300,0
20250308_0000,0
20250308_0100,0
20250308_0200,0
20250308_0300,0
20250308_0400,0
20250308_0500,0
20250308_0600,0
20250308_0700,0
20250308_0800,0
20250308_0900,0
20250308_1000,178.3
20250308_1100,178.5
20250308_1200,178.4
20250308_1300,178.5
20250308_1400,0
20250308_1500,0
20250308_1600,0
20250308_1700,0
20250308_1800,0
20250308_1900,0
20250308_2000,0
20250308_2100,0
20250308_2200,177
20250308_2300,177.2
20250309_0000,177.2
20250309_0100,177.2
20250309_0200,177.2
20250309_0300,177.2
20250309_0400,177.2
20250309_0500,177.2
20250309_0600,177.2
20250309_0700,177.2
20250309_0800,177.2
20250309_0900,177.2
20250309_1000,177.2
20250309_1100,177.2
20250309_1200,177.2
20250309_1300,177.2
20250309_1400,177.2
20250309_1500,177.2
20250309_1600,177.2
20250309_1700,177.2
20250309_1800,177.2
20250309_1900,177.2
20250309_2000,177.2
20250309_2100,177.2
20250309_2200,177.2
20250309_2300,177.2
20250310_0000,177.2
20250310_0100,177.2
20250310_0200,177.2
20250310_0300,177.2
20250310_0400,177.2
20250310_0500,177.2
20250310_0600,177.2
20250310_0700,177.2
20250310_0800,177.2
20250310_0900,177.2
20250310_1000,177.2
20250310_1100,177.8
20250310_1200,0
20250310_1300,177.4
20250310_1400,178.5
20250310_1500,0
20250310_1600,178.1
20250310_1700,0
20250310_1800,178
20250310_1900,0
20250310_2000,0
20250310_2100,0
20250310_2200,177
20250310_2300,0
20250311_0000,178.3
20250311_0100,178.2
20250311_0200,177
20250311_0300,177.1
20250311_0400,177
20250311_0500,178.4
20250311_0600,0
20250311_0700,177.5
20250311_0800,178.2
20250311_0900,177.9
20250311_1000,0
20250311_1100,0
20250311_1200,177.2
20250311_1300,0
20250311_1400,0
20250311_1500,0
20250311_1600,0
20250311_1700,0
20250311_1800,178.5
20250311_1900,177.5
20250311_2000,177.1
20250311_2100,178
20250311_2200,177.8
20250311_2300,176.9
20250312_0000,177.2
20250312_0100,177.2
20250312_0200,177.2
20250312_0300,177.2
20250312_0400,177.2
20250312_0500,177.2
20250312_0600,177.2
20250312_0700,177.2
20250312_0800,177.2
20250312_0900,177.2
20250312_1000,178.2
20250312_1100,177
20250312_1200,178
20250312_1300,177.5
20250312_1400,178.1
20250312_1500,178.3
20250312_1600,178.3
20250312_1700,0
20250312_1800,178.4
20250312_1900,178.3
20250312_2000,177.1
20250312_2100,0
20250312_2200,177.1
20250312_2300,177.2
20250313_0000,0
20250313_0100,177.2
20250313_0200,177.2
20250313_0300,177.2
20250313_0400,177.2
20250313_0500,177.2
20250313_0600,177.2
20250313_0700,177.2
20250313_0800,177.2
20250313_0900,177.2
20250313_1000,178.3
20250313_1100,178.3
20250313_1200,0
20250313_1300,177.9
20250313_1400,0
20250313_1500,0
20250313_1600,0
20250313_1700,0
20250313_1800,178
20250313_1900,178.4
20250313_2000,0
20250313_2100,177.5
20250313_2200,0
20250313_2300,0
20250314_0000,0
20250314_0100,0
20250314_0200,0
20250314_0300,0
20250314_0400,0
20250314_0500,0
20250314_0600,0
20250314_0700,178.3
20250314_0800,0
20250314_0900,0
20250314_1000,178.2
20250314_1100,178.3
20250314_1200,0
20250314_1300,0
20250314_1400,0
20250314_1500,178.3
20250314_1600,0
20250314_1700,0
20250314_1800,177.2
20250314_1900,178.1
20250314_2000,0
20250314_2100,0
20250314_2200,0
20250314_2300,0
20250315_0000,0
20250315_0100,178
20250315_0200,0
20250315_0300,0
20250315_0400,0
20250315_0500,0
20250315_0600,178.3
20250315_0700,178.3
20250315_0800,178.4
20250315_0900,178.2
20250315_1000,0
20250315_1100,0
20250315_1200,178
20250315_1300,0
20250315_1400,0
20250315_1500,0
20250315_1600,0
20250315_1700,0
20250315_1800,0
20250315_1900,0
20250315_2000,0
20250315_2100,0
20250315_2200,178.3
20250315_2300,0
20250316_0000,0
20250316_0100,0
20250316_0200,178.6
20250316_0300,0
20250316_0400,0
20250316_0500,178.4
20250316_0600,178.3
20250316_0700,0
20250316_0800,0
20250316_0900,178.4
20250316_1000,0
20250316_1100,0
20250316_1200,0
20250316_1300,0
20250316_1400,0
20250316_1500,0
20250316_1600,0
20250316_1700,0
20250316_1800,0
20250316_1900,0
20250316_2000,0
20250316_2100,0
20250316_2200,0
20250316_2300,0
20250317_0000,0
20250317_0100,0
20250317_0200,0
20250317_0300,0
20250317_0400,0
20250317_0500,0
20250317_0600,0
20250317_0700,0
20250317_0800,0
20250317_0900,0
20250317_1000,0
20250317_1100,0
20250317_1200,0
20250317_1300,0
20250317_1400,0
20250317_1500,0
20250317_1600,0
20250317_1700,0
20250317_1800,0
20250317_1900,0
20250317_2000,0
20250317_2100,0
20250317_2200,0
20250317_2300,0
20250318_0000,0
20250318_0100,0
20250318_0200,0
20250318_0300,0
20250318_0400,0
20250318_0500,0
20250318_0600,178.3
20250318_0700,0
20250318_0800,0
20250318_0900,0
20250318_1000,0
20250318_1100,0
20250318_1200,0
20250318_1300,0
20250318_1400,0
20250318_1500,0
20250318_1600,0
20250318_1700,0
20250318_1800,0
20250318_1900,0
20250318_2000,0
20250318_2100,0
20250318_2200,0
20250318_2300,0
20250319_0000,0
20250319_0100,0
20250319_0200,0
20250319_0300,0
20250319_0400,0
20250319_0500,0
20250319_0600,177.4
20250319_0700,0
20250319_0800,0
20250319_0900,0
20250319_1000,0
20250319_1100,0
20250319_1200,178.6
20250319_1300,178.9
20250319_1400,178.9
20250319_1500,178.6
20250319_1600,178.6
20250319_1700,178.4
20250319_1800,178.8
20250319_1900,0
20250319_2000,0
20250319_2100,0
20250319_2200,0
20250319_2300,0
20250320_0000,0
20250320_0100,0
20250320_0200,0
20250320_0300,0
20250320_0400,178.4
20250320_0500,0
20250320_0600,0
20250320_0700,178.3
20250320_0800,178.1
20250320_0900,0
20250320_1000,0
20250320_1100,0
20250320_1200,0
20250320_1300,0
20250320_1400,0
20250320_1500,0
20250320_1600,0
20250320_1700,0
20250320_1800,0
20250320_1900,0
20250320_2000,0
20250320_2100,0
20250320_2200,0
20250320_2300,177.5
20250321_0000,0
20250321_0100,0
20250321_0200,178.3
20250321_0300,178.4
20250321_0400,177.3
20250321_0500,0
20250321_0600,0
20250321_0700,178.2
20250321_0800,177.4
20250321_0900,0
20250321_1000,0
20250321_1100,0
20250321_1200,0
20250321_1300,0
20250321_1400,178.5
20250321_1500,178.7
20250321_1600,178.4
20250321_1700,178.1
20250321_1800,178.1
20250321_1900,178.4
20250321_2000,178.5
20250321_2100,0
20250321_2200,0
20250321_2300,178.4
20250322_0000,0
20250322_0100,0
20250322_0200,0
20250322_0300,0
20250322_0400,0
20250322_0500,0
20250322_0600,0
20250322_0700,0
20250322_0800,178
20250322_0900,178.6
20250322_1000,178.2
20250322_1100,0
20250322_1200,178.6
20250322_1300,178.2
20250322_1400,179
20250322_1500,178.2
20250322_1600,179.5
20250322_1700,178.6
20250322_1800,178.3
20250322_1900,178.2
20250322_2000,178.6
20250322_2100,178.6
20250322_2200,178.4
20250322_2300,178.3
20250323_0000,178.4
20250323_0100,178.5
20250323_0200,178.6
20250323_0300,178.6
20250323_0400,178.8
20250323_0500,178.8
20250323_0600,178.8
20250323_0700,178.2
20250323_0800,178.4
20250323_0900,178.4
20250323_1000,178.4
20250323_1100,178.2
20250323_1200,178.3
20250323_1300,178
20250323_1400,178.4
20250323_1500,0
20250323_1600,178.2
20250323_1700,0
20250323_1800,178.1
20250323_1900,0
20250323_2000,178.1
20250323_2100,178.6
20250323_2200,178.8
20250323_2300,178.2
20250324_0000,178.4
20250324_0100,178.6
20250324_0200,178.8
20250324_0300,178.5
20250324_0400,178.6
20250324_0500,178.2
20250324_0600,178.5
20250324_0700,178.3
20250324_0800,178.6
20250324_0900,178.5
20250324_1000,0
20250324_1100,178.6
20250324_1200,0
20250324_1300,178.1
20250324_1400,178.4
20250324_1500,178.1
20250324_1600,178.2
20250324_1700,178
20250324_1800,178.2
20250324_1900,178.7
20250324_2000,178.4
20250324_2100,178.9
20250324_2200,178.6
20250324_2300,178.7
20250325_0000,178.6
20250325_0100,178.6
20250325_0200,178.8
20250325_0300,178.8
20250325_0400,178.1
20250325_0500,178.1
20250325_0600,178.4
20250325_0700,178.2
20250325_0800,178.3
20250325_0900,178.4
20250325_1000,178.2
20250325_1100,0
20250325_1200,178.9
20250325_1300,179.5
20250325_1400,178.3
20250325_1500,0
20250325_1600,178.3
20250325_1700,178.1
20250325_1800,0
20250325_1900,0
20250325_2000,0
20250325_2100,0
20250325_2200,0
20250325_2300,0
20250326_0000,0
20250326_0100,0
20250326_0200,177.7
20250326_0300,0
20250326_0400,177.6
20250326_0500,0
20250326_0600,0
20250326_0700,0
20250326_0800,177.3
20250326_0900,178.4
20250326_1000,178.2
20250326_1100,0
20250326_1200,0
20250326_1300,0
20250326_1400,0
20250326_1500,0
20250326_1600,0
20250326_1700,0
20250326_1800,0
20250326_1900,0
20250326_2000,0
20250326_2100,0
20250326_2200,0
20250326_2300,0
20250327_0000,0
20250327_0100,0
20250327_0200,0
20250327_0300,178.1
20250327_0400,0
20250327_0500,178.3
20250327_0600,0
20250327_0700,178.2
20250327_0800,178.3
20250327_0900,0
20250327_1000,178.3
20250327_1100,178.1
20250327_1200,0
20250327_1300,0
20250327_1400,0
20250327_1500,0
20250327_1600,0
20250327_1700,0
20250327_1800,178.2
20250327_1900,0
20250327_2000,178
20250327_2100,177.2
20250327_2200,178.2
20250327_2300,176.8
20250328_0000,0
20250328_0100,177.2
20250328_0200,177.2
20250328_0300,177.2
20250328_0400,177.2
20250328_0500,177.2
20250328_0600,177.2
20250328_0700,177.2
20250328_0800,0
20250328_0900,177.2
20250328_1000,177.1
20250328_1100,178.4
20250328_1200,178.2
20250328_1300,0
20250328_1400,0
20250328_1500,0
20250328_1600,0
20250328_1700,0
20250328_1800,0
20250328_1900,0
20250328_2000,0
20250328_2100,0
20250328_2200,0
20250328_2300,178.1
20250329_0000,178.3
20250329_0100,177.9
20250329_0200,177.2
20250329_0300,177.1
20250329_0400,176.9
20250329_0500,0
20250329_0600,178.5
20250329_0700,0
20250329_0800,178
20250329_0900,0
20250329_1000,0
20250329_1100,0
20250329_1200,0
20250329_1300,0
20250329_1400,0
20250329_1500,0
20250329_1600,0
20250329_1700,0
20250329_1800,0
20250329_1900,0
20250329_2000,0
20250329_2100,0
20250329_2200,0
20250329_2300,0
20250330_0000,0
20250330_0100,178.7
20250330_0200,0
20250330_0300,0
20250330_0400,178.1
20250330_0500,0
20250330_0600,0
20250330_0700,0
20250330_0800,0
20250330_0900,0
20250330_1000,0
20250330_1100,0
20250330_1200,0
20250330_1300,0
20250330_1400,0
20250330_1500,178.6
20250330_1600,178.6
20250330_1700,178.5
20250330_1800,178.4
20250330_1900,178.6
20250330_2000,0
20250330_2100,0
20250330_2200,0
20250330_2300,0
20250331_0000,0
20250331_0100,0
20250331_0200,0
20250331_0300,0
20250331_0400,0
20250331_0500,0
20250331_0600,0
20250331_0700,0
20250331_0800,0
20250331_0900,0
20250331_1000,0
20250331_1100,178.5
20250331_1200,178.6
20250331_1300,178.7
20250331_1400,178.3
20250331_1500,178.5
20250331_1600,178.7
20250331_1700,178.5
20250331_1800,178.4
20250331_1900,178.2
20250331_2000,178.8
20250331_2100,178.6
20250331_2200,178.5
20250331_2300,0
20250401_0000,178.4
20250401_0100,0
20250401_0200,178.4
20250401_0300,178.5
20250401_0400,178.4
20250401_0500,178.6
20250401_0600,178.9
20250401_0700,179
20250401_0800,178.9
20250401_0900,179
20250401_1000,178.7
20250401_1100,178.5
20250401_1200,178.2
20250401_1300,178.2
20250401_1400,0
20250401_1500,0
20250401_1600,178.6
20250401_1700,178.5
20250401_1800,0
20250401_1900,0
20250401_2000,0
20250401_2100,0
20250401_2200,0
20250401_2300,0
20250402_0000,0
20250402_0100,0
20250402_0200,0
20250402_0300,0
20250402_0400,0
20250402_0500,0
20250402_0600,0
20250402_0700,0
20250402_0800,0
20250402_0900,0
20250402_1000,0
20250402_1100,178.5
20250402_1200,178.4
20250402_1300,178.6
20250402_1400,178.3
20250402_1500,178.2
20250402_1600,178.6
20250402_1700,178.2
20250402_1800,0
20250402_1900,0
20250402_2000,0
20250402_2100,0
20250402_2200,0
20250402_2300,0
20250403_0000,0
20250403_0100,0
20250403_0200,0
20250403_0300,0
20250403_0400,0
20250403_0500,0
20250403_0600,0
20250403_0700,0
20250403_0800,0
20250403_0900,0
20250403_1000,0
20250403_1100,0
20250403_1200,0
20250403_1300,0
20250403_1400,0
20250403_1500,0
20250403_1600,0
20250403_1700,0
20250403_1800,0
20250403_1900,0
20250403_2000,0
20250403_2100,0
20250403_2200,0
20250403_2300,0
20250404_0000,0
20250404_0100,0
20250404_0200,0
20250404_0300,0
20250404_0400,0
20250404_0500,0
20250404_0600,0
20250404_0700,0
20250404_0800,0
20250404_0900,0
20250404_1000,0
20250404_1100,178.3
20250404_1200,178.6
20250404_1300,178.3
20250404_1400,178.6
20250404_1500,178.4
20250404_1600,178.9
20250404_1700,178.6
20250404_1800,178.7
20250404_1900,178.3
20250404_2000,178.4
20250404_2100,178.3
20250404_2200,178.7
20250404_2300,178.3
20250405_0000,178.4
20250405_0100,178.3
20250405_0200,178.3
20250405_0300,0
20250405_0400,0
20250405_0500,0
20250405_0600,178.1
20250405_0700,178.7
20250405_0800,179
20250405_0900,178.8
20250405_1000,178.2
20250405_1100,178.3
20250405_1200,0
20250405_1300,178.6
20250405_1400,178.9
20250405_1500,178.3
20250405_1600,178.2
20250405_1700,179.1
20250405_1800,178.3
20250405_1900,178.3
20250405_2000,178.8
20250405_2100,178.2
20250405_2200,178.7
20250405_2300,178.5
20250406_0000,178.6
20250406_0100,178.2
20250406_0200,178.5
20250406_0300,178.4
20250406_0400,0
20250406_0500,0
20250406_0600,0
20250406_0700,178.3
20250406_0800,178.6
20250406_0900,178.8
20250406_1000,178.3
20250406_1100,178.5
20250406_1200,178.6
20250406_1300,178.3
20250406_1400,178.4
20250406_1500,178.6
20250406_1600,178.4
20250406_1700,178.6
20250406_1800,0
20250406_1900,0
20250406_2000,178.9
20250406_2100,178.8
20250406_2200,178.5
20250406_2300,178.5
20250407_0000,178.5
20250407_0100,178.5
20250407_0200,178.8
20250407_0300,178.7
20250407_0400,178.7
20250407_0500,178.2
20250407_0600,178.3
20250407_0700,178.2
20250407_0800,178.8
20250407_0900,179.1
20250407_1000,178.3
20250407_1100,178.2
20250407_1200,178.2
20250407_1300,178.1
20250407_1400,178.3
20250407_1500,179.8
20250407_1600,179.8
20250407_1700,177.8
20250407_1800,180.3
20250407_1900,180.2
20250407_2000,179.3
20250407_2100,178.1
20250407_2200,179
20250407_2300,179.8
20250408_0000,178.1
20250408_0100,178.3
20250408_0200,178.5
20250408_0300,178.1
20250408_0400,178.4
20250408_0500,178.9
20250408_0600,178.8
20250408_0700,178
20250408_0800,178.5
20250408_0900,178.3
20250408_1000,178.1
20250408_1100,0
20250408_1200,179.7
20250408_1300,178.3
20250408_1400,178.6
20250408_1500,0
20250408_1600,178.3
20250408_1700,178.5
20250408_1800,178.6
20250408_1900,178.4
20250408_2000,178
20250408_2100,0
20250408_2200,178.3
20250408_2300,178.4
20250409_0000,178.2
20250409_0100,179.9
20250409_0200,179.5
20250409_0300,178.1
20250409_0400,178.3
20250409_0500,178.2
20250409_0600,178.1
20250409_0700,178.2
20250409_0800,178.4
20250409_0900,178.3
20250409_1000,178.5
20250409_1100,179.7
20250409_1200,178.4
20250409_1300,179.3
20250409_1400,179
20250409_1500,178.2
20250409_1600,177.8
20250409_1700,179.2
20250409_1800,177.9
20250409_1900,179.8
20250409_2000,178.9
20250409_2100,178.9
20250409_2200,178.2
20250409_2300,178.4
20250410_0000,0
20250410_0100,178.2
20250410_0200,178.5
20250410_0300,178.5
20250410_0400,178.7
20250410_0500,178.6
20250410_0600,178.4
20250410_0700,178.7
20250410_0800,178.5
20250410_0900,179.2
20250410_1000,178.4
20250410_1100,178.2
20250410_1200,178.4
20250410_1300,178.7
20250410_1400,177.8
20250410_1500,0
20250410_1600,180.1
20250410_1700,178.1
20250410_1800,177.9
20250410_1900,178
20250410_2000,179
20250410_2100,178.2
20250410_2200,178.4
20250410_2300,178.6
20250411_0000,178
20250411_0100,178.2
20250411_0200,178.5
20250411_0300,0
20250411_0400,178.5
20250411_0500,0
20250411_0600,0
20250411_0700,178.4
20250411_0800,178.4
20250411_0900,178.3
20250411_1000,179.9
20250411_1100,178.9
20250411_1200,178.5
20250411_1300,179.4
20250411_1400,179.6
20250411_1500,178.1
20250411_1600,180.2
20250411_1700,178
20250411_1800,178.3
20250411_1900,179.1
20250411_2000,178.8
20250411_2100,179.8
20250411_2200,178.5
20250411_2300,178.4
20250412_0000,178.3
20250412_0100,178.3
20250412_0200,178.3
20250412_0300,178.2
20250412_0400,178.1
20250412_0500,178.7
20250412_0600,178.2
20250412_0700,178.3
20250412_0800,178.5
20250412_0900,178.6
20250412_1000,178
20250412_1100,178.4
20250412_1200,178.5
20250412_1300,178.2
20250412_1400,178.5
20250412_1500,178.5
20250412_1600,178.6
20250412_1700,178.2
20250412_1800,178.3
20250412_1900,178.5
20250412_2000,178.7
20250412_2100,178.7
20250412_2200,178.3
20250412_2300,178.7
20250413_0000,178.7
20250413_0100,178.8
20250413_0200,178.8
20250413_0300,178.5
20250413_0400,178.8
20250413_0500,178.7
20250413_0600,178.3
20250413_0700,178.4
20250413_0800,178.4
20250413_0900,178.2
20250413_1000,178.2
20250413_1100,178.3
20250413_1200,178.4
20250413_1300,178.2
20250413_1400,0
20250413_1500,0
20250413_1600,178.3
20250413_1700,178.8
20250413_1800,178.2
20250413_1900,178.4
20250413_2000,178.2
20250413_2100,178.5
20250413_2200,178.4
20250413_2300,178.2
20250414_0000,178.4
20250414_0100,178.4
20250414_0200,178.9
20250414_0300,178.2
20250414_0400,178.8
20250414_0500,178.4
20250414_0600,178.2
20250414_0700,178.5
20250414_0800,178.9
20250414_0900,178.6
20250414_1000,178.5
20250414_1100,178.3
20250414_1200,178.2
20250414_1300,179.6
20250414_1400,179.8
20250414_1500,178.2
20250414_1600,180
20250414_1700,180.2
20250414_1800,179.8
20250414_1900,179
20250414_2000,179
20250414_2100,178.5
20250414_2200,179.4
20250414_2300,178.3
20250415_0000,178.3
20250415_0100,178.3
20250415_0200,178.4
20250415_0300,179.4
20250415_0400,179
20250415_0500,179.1
20250415_0600,178.1
20250415_0700,178.2
20250415_0800,178.4
20250415_0900,179.7
20250415_1000,179.5
20250415_1100,179.7
20250415_1200,179
20250415_1300,178.1
20250415_1400,178.2
20250415_1500,178.2
20250415_1600,177.9
20250415_1700,178
20250415_1800,178.2
20250415_1900,0
20250415_2000,178.1
20250415_2100,178.1
20250415_2200,178.2
20250415_2300,178.3
20250416_0000,178.4
20250416_0100,178.3
20250416_0200,0
20250416_0300,0
20250416_0400,0
20250416_0500,178.5
20250416_0600,178.1
20250416_0700,178.4
20250416_0800,178.6
20250416_0900,178.6
20250416_1000,178.7
20250416_1100,178.6
20250416_1200,178.5
20250416_1300,178.9
20250416_1400,178.6
20250416_1500,178.4
20250416_1600,178.7
20250416_1700,178.8
20250416_1800,179
20250416_1900,178.4
20250416_2000,178.3
20250416_2100,178.6
20250416_2200,178.3
20250416_2300,178.7
20250417_0000,179.1
20250417_0100,178.7
20250417_0200,178.6
20250417_0300,178.8
20250417_0400,178.6
20250417_0500,178.5
20250417_0600,178.3
20250417_0700,178.5
20250417_0800,178.7
20250417_0900,178.2
20250417_1000,178.6
20250417_1100,0
20250417_1200,0
20250417_1300,0
20250417_1400,0
20250417_1500,0
20250417_1600,0
20250417_1700,0
20250417_1800,0
20250417_1900,0
20250417_2000,0
20250417_2100,0
20250417_2200,178.2
20250417_2300,0
20250418_0000,0
20250418_0100,0
20250418_0200,178.4
20250418_0300,0
20250418_0400,178.4
20250418_0500,178.3
20250418_0600,178.7
20250418_0700,178.5
20250418_0800,178.7
20250418_0900,178.6
20250418_1000,178.2
20250418_1100,178.2
20250418_1200,179.7
20250418_1300,178.2
20250418_1400,179.1
20250418_1500,178.9
20250418_1600,178.2
20250418_1700,179.8
20250418_1800,179.9
20250418_1900,178.3
20250418_2000,179.7
20250418_2100,179.7
20250418_2200,178.3
20250418_2300,179.8
20250419_0000,178.4
20250419_0100,179.5
20250419_0200,178.3
20250419_0300,179.9
20250419_0400,178.8
20250419_0500,179.6
20250419_0600,178.7
20250419_0700,179.6
20250419_0800,180.3
20250419_0900,179.9
20250419_1000,177.9
20250419_1100,179.7
20250419_1200,178.1
20250419_1300,178.3
20250419_1400,179.5
20250419_1500,177.8
20250419_1600,180
20250419_1700,178.2
20250419_1800,178.2
20250419_1900,0
20250419_2000,178.2
20250419_2100,0
20250419_2200,178.2
20250419_2300,178.2
20250420_0000,178.7
20250420_0100,178.2
20250420_0200,178.3
20250420_0300,178.5
20250420_0400,178.3
20250420_0500,178.5
20250420_0600,178.3
20250420_0700,178.4
20250420_0800,0
20250420_0900,0
20250420_1000,0
20250420_1100,178.5
20250420_1200,178.4
20250420_1300,178.3
20250420_1400,178.6
20250420_1500,178.2
20250420_1600,178.8
20250420_1700,178.7
20250420_1800,178.1
20250420_1900,178.5
20250420_2000,178.3
20250420_2100,178.2
20250420_2200,0
20250420_2300,0
20250421_0000,0
20250421_0100,0
20250421_0200,0
20250421_0300,0
20250421_0400,0
20250421_0500,0
20250421_0600,0
20250421_0700,0
20250421_0800,0
20250421_0900,178.7
20250421_1000,178.6
20250421_1100,179.1
20250421_1200,178.2
20250421_1300,0
20250421_1400,178.8
20250421_1500,179.1
20250421_1600,178.4
20250421_1700,178
20250421_1800,179.1
20250421_1900,178.3
20250421_2000,178.1
20250421_2100,178.4
20250421_2200,178.4
20250421_2300,178.2
20250422_0000,0
20250422_0100,178.4
20250422_0200,179.1
20250422_0300,178.3
20250422_0400,178.5
20250422_0500,178.9
20250422_0600,178.6
20250422_0700,178.6
20250422_0800,178.8
20250422_0900,0
20250422_1000,178.7
20250422_1100,0
20250422_1200,179.1
20250422_1300,179.1
20250422_1400,178.4
20250422_1500,178.3
20250422_1600,0
20250422_1700,178.2
20250422_1800,0
20250422_1900,178.3
20250422_2000,178.2
20250422_2100,178.5
20250422_2200,178.7
20250422_2300,178.7
20250423_0000,178.6
20250423_0100,178.3
20250423_0200,178.2
20250423_0300,179.1
20250423_0400,178.5
20250423_0500,178.5
20250423_0600,178.5
20250423_0700,178.6
20250423_0800,178.3
20250423_0900,178.5
20250423_1000,178.4
20250423_1100,179
20250423_1200,178.2
